Geo Point,NOMBDEP,NOMBPROV,NOMBDIST,CAPITAL,POBLACION
-14.1155992304|-73.3538551995,APURIMAC,AYMARAES,CAPAYA,CAPAYA,578
-13.9692352765|-73.4581996429,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,UMAMARCA,1974
-13.9170708427|-72.2129156785,APURIMAC,COTABAMBAS,TAMBOBAMBA,TAMBOBAMBA,11066
-13.8849874641|-73.1938205884,APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,SAN JUAN DE CHACÑA,745
-13.8306652458|-72.5596704208,APURIMAC,GRAU,GAMARRA,PALPACACHI,2833
-13.9741942032|-72.8915213186,APURIMAC,ABANCAY,CIRCA,CIRCA,1865
-13.7696234058|-73.5471996764,APURIMAC,ANDAHUAYLAS,HUANCARAY,HUANCARAY,3939
-7.27201892003|-78.2594776062,CAJAMARCA,CAJAMARCA,MATARA,MATARA,3753
-7.01875225518|-78.1713104097,CAJAMARCA,CELENDIN,SUCRE,SUCRE,5565
-7.33474923777|-78.73680482,CAJAMARCA,CONTUMAZA,CONTUMAZA,CONTUMAZA,8168
-7.2776219755|-79.1691386554,CAJAMARCA,CONTUMAZA,YONAN,TEMBLADERA,6998
-6.86887951212|-79.1488330551,CAJAMARCA,SAN MIGUEL,LA FLORIDA,LA FLORIDA,2137
-7.11890834474|-79.0541973457,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,AGUA BLANCA,3200
-7.93982794211|-77.8800919802,LA LIBERTAD,SANCHEZ CARRION,SARIN,SARIN,10025
-7.61269735008|-77.7661508999,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,SARTIMBAMBA,14399
-8.15917615126|-79.0001114886,LA LIBERTAD,TRUJILLO,MOCHE,MOCHE,41777
-8.03527237777|-78.7540100772,LA LIBERTAD,TRUJILLO,POROTO,POROTO,4056
-7.7905006552|-79.2265467078,LA LIBERTAD,ASCOPE,CHOCOPE,CHOCOPE,10440
-7.85520577485|-79.2999163774,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,MAGDALENA DE CAO,2883
-7.68684259537|-79.3715533691,LA LIBERTAD,ASCOPE,RAZURI,PUERTO DE MALABRIGO,9639
-7.80866035006|-78.4738252897,LA LIBERTAD,OTUZCO,CHARAT,CHARAT,2836
-8.03421875915|-78.5338048967,LA LIBERTAD,OTUZCO,MACHE,MACHE,3079
-7.50150830184|-78.7639613663,LA LIBERTAD,GRAN CHIMU,CASCAS,CASCAS,15118
-7.66252992227|-78.7015063143,LA LIBERTAD,GRAN CHIMU,MARMOT,MARMOT,2679
-7.56789970669|-78.4317253374,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,SAYAPULLO,7046
-8.01728182699|-78.0643559547,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,CACHICADAN,6200
-8.18829981293|-78.0956743263,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,SANTA CRUZ DE CHUCA,3227
-6.06347199659|-78.410673292,AMAZONAS,UTCUBAMBA,LONYA GRANDE,LONYA GRANDE,11251
-6.00779655217|-77.9303638743,AMAZONAS,BONGARA,CHURUJA,CHURUJA,284
-5.94537389736|-78.0234317792,AMAZONAS,BONGARA,JAZAN,PEDRO RUIZ GALLO,8190
-5.95174280364|-77.8256583611,AMAZONAS,BONGARA,JUMBILLA,JUMBILLA,1372
-5.91114537432|-77.9147927248,AMAZONAS,BONGARA,CUISPES,CUISPES,690
-5.59197827258|-78.4454061605,AMAZONAS,BAGUA,LA PECA,LA PECA,6831
-4.16853813289|-78.3358932899,AMAZONAS,CONDORCANQUI,EL CENEPA,HUAMPAMI,12118
-6.81833930423|-74.1894361883,LORETO,REQUENA,ALTO TAPICHE,SANTA ELENA,1733
-6.20137531847|-74.4540463436,LORETO,REQUENA,EMILIO SAN MARTIN,TAMANCO,7035
-5.64473068796|-74.8863706211,LORETO,REQUENA,PUINAHUA,BRETAÑA,4855
-3.36163918327|-74.2855205293,LORETO,MAYNAS,ALTO NANAY,SANTA MARIA DE NANAY,3195
-3.86675834937|-71.3389666823,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,SAN PABLO DE LORETO,12895
-5.32824080721|-73.8823435092,LORETO,REQUENA,REQUENA,REQUENA,28284
-5.99203134621|-73.9935424072,LORETO,REQUENA,TAPICHE,IBERIA,988
-4.99617085436|-73.6983477474,LORETO,REQUENA,JENARO HERRERA,JENARO HERRERA,5197
-5.24009777148|-76.8557284947,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,SANTA MARIA DE CAHUAPANAS,7973
-3.67912239604|-77.3734689045,LORETO,DATEM DEL MARAÑON,MORONA,PUERTO ALEGRIA,5098
-4.27660777496|-76.6377392601,LORETO,DATEM DEL MARAÑON,PASTAZA,ULLPAYACU,6357
-6.39933913467|-76.3820897301,SAN MARTIN,SAN MARTIN,SAN ANTONIO,SAN ANTONIO,1750
-6.84023301605|-76.3630463055,SAN MARTIN,PICOTA,PUCACACA,PUCACACA,3140
-6.83887049661|-76.5865247964,SAN MARTIN,BELLAVISTA,SAN PABLO,SAN PABLO,9112
-6.70275954762|-76.2046188508,SAN MARTIN,SAN MARTIN,SAUCE,SAUCE,7795
-6.58829599542|-76.2132673936,SAN MARTIN,SAN MARTIN,SHAPAJA,SHAPAJA,2052
-6.42328605746|-76.8373409468,SAN MARTIN,EL DORADO,SAN MARTIN,SAN MARTIN,12703
-6.49420754283|-76.369643648,SAN MARTIN,SAN MARTIN,TARAPOTO,TARAPOTO,84027
-6.44375616636|-76.4725723596,SAN MARTIN,LAMAS,RUMISAPA,RUMISAPA,3701
-6.4340320883|-75.6668363246,SAN MARTIN,SAN MARTIN,CHIPURANA,NAVARRO,2366
-6.24280453781|-75.6382111716,SAN MARTIN,SAN MARTIN,PAPAPLAYA,PAPAPLAYA,2209
-6.07868836867|-77.209895329,SAN MARTIN,RIOJA,RIOJA,RIOJA,27014
-6.04638888252|-77.2972963254,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,SEGUNDA JERUSALEN-AZUNGUILLO,18742
-5.94435715193|-77.3722452408,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,NUEVA CAJAMARCA,46520
-5.98282040598|-77.1721679009,SAN MARTIN,RIOJA,POSIC,POSIC,2005
-5.96378246594|-77.0663736034,SAN MARTIN,MOYOBAMBA,YANTALO,YANTALO,3012
-5.93538675612|-77.2327670863,SAN MARTIN,RIOJA,YURACYACU,YURACYACU,4070
-5.8591884098|-77.4365073086,SAN MARTIN,RIOJA,AWAJUN,BAJO NARANJILLO,8194
-12.1592795127|-76.3756797191,LIMA,HUAROCHIRI,LANGA,LANGA,1005
-11.5851826178|-76.5317035478,LIMA,HUAROCHIRI,LARAOS,LARAOS,744
-11.9880608676|-76.4580386573,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,SAN ANDRES DE TUPICOCHA,1509
-11.8166491154|-76.7735595825,LIMA,HUAROCHIRI,SAN ANTONIO,CHACLLA,1080
-11.9644709751|-76.3329899087,LIMA,HUAROCHIRI,SAN DAMIAN,SAN DAMIAN,1371
-11.9929248289|-76.1569898199,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,SAN JUAN DE TANTARANCHE,398
-12.1089447781|-76.1188549544,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,SAN LORENZO DE QUINTI,1427
-11.7650407967|-76.5551227246,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,SAN PEDRO DE CASTA,1120
-11.925969792|-76.5607700617,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,COCACHACRA,2869
-11.858350427|-76.6489914203,LIMA,HUAROCHIRI,SANTA EULALIA,SANTA EULALIA,14253
-11.8771122585|-76.4453579441,LIMA,HUAROCHIRI,SURCO,SURCO,1675
-11.6407122447|-76.6751049057,LIMA,CANTA,ARAHUAY,ARAHUAY,699
-13.0193333403|-76.1173823876,LIMA,CAÑETE,LUNAHUANA,LUNAHUANA,4821
-12.897902258|-76.0704285024,LIMA,CAÑETE,PACARAN,PACARAN,1859
-12.8298665497|-76.0140629517,LIMA,CAÑETE,ZUÑIGA,ZUÑIGA,1535
-11.1872834957|-76.9608768021,LIMA,HUARAL,IHUARI,IHUARI,2410
-6.61470054695|-78.7905379609,CAJAMARCA,SANTA CRUZ,UTICYACU,UTICYACU,1276
-5.32434378905|-79.2151249431,CAJAMARCA,SAN IGNACIO,TABACONAS,TABACONAS,19970
-6.06024181073|-79.3047235868,LAMBAYEQUE,FERREÑAFE,CAÑARIS,CAÑARIS,12608
-6.70893120102|-79.5857542899,LAMBAYEQUE,CHICLAYO,PATAPO,PATAPO,25034
-6.63533251328|-79.6828302245,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,MANUEL ANTONIO MESONES MURO,4295
-6.15523249155|-79.6135902662,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,CHOCHOPE,1523
-6.50615032633|-80.1790002415,LAMBAYEQUE,LAMBAYEQUE,MORROPE,MORROPE,53207
-4.83843400267|-81.1072997361,PIURA,PAITA,VICHAYAL,SAN FELIPE DE VICHAYAL,6127
-5.69470403619|-79.5612201453,PIURA,HUANCABAMBA,HUARMACA,HUARMACA,39045
-5.53519054786|-80.6410278466,PIURA,SECHURA,CRISTO NOS VALGA,SAN CRISTO,4736
-5.48207966755|-80.7743550375,PIURA,SECHURA,RINCONADA LLICUAR,DOS PUEBLOS,3199
-5.42651704889|-80.7428993328,PIURA,SECHURA,BELLAVISTA DE LA UNION,BELLAVISTA,5131
-5.42463169998|-79.6050802361,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,SAN MIGUEL DE EL FAIQUE,9618
-5.43705456076|-79.8277046787,PIURA,MORROPON,SALITRAL,SALITRAL,9310
-5.43862319196|-80.8745439868,PIURA,SECHURA,VICE,VICE,17032
-5.29589195535|-79.741242592,PIURA,MORROPON,SAN JUAN DE BIGOTE,BIGOTE,7011
-14.0481568646|-75.8932385785,ICA,ICA,SUBTANJALLA,SUBTANJALLA,31183
-14.1515535913|-75.7032582482,ICA,ICA,TATE,TATE DE LA CAPILLA,5264
-14.1006818451|-75.4341522229,ICA,ICA,YAUCA DEL ROSARIO,CURIS,1322
-14.2138564606|-75.9066563702,ICA,ICA,ICA,ICA,169684
-14.0470631056|-76.1577528384,ICA,PISCO,PARACAS,PARACAS,8177
-16.7284305799|-70.3714155556,MOQUEGUA,MARISCAL NIETO,CARUMAS,CARUMAS,2780
-16.7686536724|-70.6676286219,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,CUCHUMBAYA,892
-16.5286762001|-70.8365561715,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,MATALAQUE,528
-16.2174614726|-70.8051568949,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,UBINAS,2086
-16.2276085536|-70.6600162682,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,YUNGA,988
-17.7141282949|-71.2169898005,MOQUEGUA,ILO,ILO,ILO,72654
-17.5830360757|-71.1415317996,MOQUEGUA,ILO,EL ALGARROBAL,EL ALGARROBAL,3759
-17.4394508451|-71.3594362766,MOQUEGUA,ILO,PACOCHA,PUEBLO NUEVO,5041
-17.6811648102|-70.4235652614,TACNA,TACNA,INCLAN,SAMA GRANDE,3135
-18.1076693532|-70.2409451603,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,ALFONSO UGARTE,120830
-17.18782902|-70.340823367,TACNA,CANDARAVE,CAIRANI,CAIRANI,1116
-17.3085360239|-70.3304636173,TACNA,CANDARAVE,HUANUARA,HUANUARA,594
-17.3347529509|-69.9635994977,TACNA,TARATA,TICACO,TICACO,671
-8.12034236984|-78.3807799021,LA LIBERTAD,JULCAN,CALAMARCA,CALAMARCA,5538
-8.14657722628|-78.5820152524,LA LIBERTAD,JULCAN,CARABAMBA,CARABAMBA,7199
-8.26159015644|-78.4405302161,LA LIBERTAD,JULCAN,HUASO,HUASO,6485
-7.39980627264|-79.5478074004,LA LIBERTAD,PACASMAYO,PACASMAYO,PACASMAYO,32465
-8.31424759078|-77.2563529645,LA LIBERTAD,PATAZ,TAYABAMBA,TAYABAMBA,14344
-8.19040476686|-77.2937068124,LA LIBERTAD,PATAZ,HUAYLILLAS,HUAYLILLAS,1295
-8.03494391592|-77.5922415519,LA LIBERTAD,PATAZ,HUAYO,HUAYO,3970
-7.46463607512|-77.688339767,LA LIBERTAD,BOLIVAR,BAMBAMARCA,BAMBAMARCA,3309
-7.02610065887|-77.8058860098,LA LIBERTAD,BOLIVAR,UCHUMARCA,UCHUMARCA,2597
-7.88841109994|-78.6989089943,LA LIBERTAD,OTUZCO,PARANDAY,PARANDAY,571
-7.75449188887|-78.779191973,LA LIBERTAD,OTUZCO,SINSICAP,SINSICAP,8011
-8.1052642529|-78.85509025,LA LIBERTAD,TRUJILLO,LAREDO,LAREDO,42964
-7.82158853462|-77.6960827397,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,ARICAPAMPA,10057
-8.32818184837|-77.3755566732,LA LIBERTAD,PATAZ,URPAY,URPAY,2321
-7.68491409966|-77.9416838945,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,MARCABAL,12452
-10.3734950996|-71.5823157048,UCAYALI,PURUS,PURUS,PURUS,3553
-8.89860998311|-75.6259548211,UCAYALI,PADRE ABAD,PADRE ABAD,AGUAYTIA,37338
-8.41737993718|-75.297112896,UCAYALI,PADRE ABAD,CURIMANA,CURIMANA,9789
-8.24848101259|-74.6566903576,UCAYALI,CORONEL PORTILLO,YARINACOCHA,PUERTO CALLAO,118365
-7.40608244471|-78.0597912649,CAJAMARCA,SAN MARCOS,ICHOCAN,ICHOCAN,1963
-6.98522041196|-78.4029203885,CAJAMARCA,CAJAMARCA,ENCAÑADA,ENCAÑADA,20991
-7.05929467094|-78.061343641,CAJAMARCA,CELENDIN,OXAMARCA,OXAMARCA,6011
-6.93421575382|-78.2971832825,CAJAMARCA,CELENDIN,SOROCHUCO,SOROCHUCO,7895
-12.1926462918|-77.0059862868,LIMA,LIMA,CHORRILLOS,CHORRILLOS,356549
-11.7740854362|-75.491137534,JUNIN,JAUJA,JAUJA,JAUJA,19733
-17.0980028517|-71.8294183428,AREQUIPA,ISLAY,DEAN VALDIVIA,LA CURVA,7384
-15.6400945836|-71.5501476801,AREQUIPA,CAYLLOMA,CHIVAY,CHIVAY,6371
-15.1516894374|-71.7966151105,AREQUIPA,CAYLLOMA,CAYLLOMA,CAYLLOMA,3952
-15.3249820755|-73.2453333076,AREQUIPA,LA UNION,SAYLA,SAYLA,341
-15.8291785496|-73.3318178743,AREQUIPA,CARAVELI,CARAVELI,CARAVELI,4386
-15.6892008654|-74.3036795322,AREQUIPA,CARAVELI,ATIQUIPA,ATIQUIPA,556
-15.7695009658|-74.1897429883,AREQUIPA,CARAVELI,CHALA,CHALA,9514
-15.5557413578|-74.0628268095,AREQUIPA,CARAVELI,HUANUHUANU,TOCOTA,3195
-4.89957308015|-81.0300369215,PIURA,PAITA,ARENAL,ARENAL,1250
-16.3566601267|-69.2882221842,PUNO,CHUCUITO,POMATA,POMATA,14605
-16.2398956117|-70.1584592928,PUNO,PUNO,PICHACANI,LARAQUERI,5888
-15.9809689175|-69.8602637745,PUNO,PUNO,PLATERIA,PLATERIA,7421
-14.124513803|-75.6758085427,ICA,ICA,PUEBLO NUEVO,PUEBLO NUEVO,7250
-12.860810717|-74.2744318942,AYACUCHO,HUANTA,LURICOCHA,LURICOCHA,6088
-12.7646248054|-73.789299903,AYACUCHO,LA MAR,SANTA ROSA,SANTA ROSA,12967
-12.4444380456|-74.0825440591,AYACUCHO,HUANTA,LLOCHEGUA,LLOCHEGUA,11752
-12.8602985341|-73.7207426521,AYACUCHO,LA MAR,SAMUGARI,PALMAPAMPA,10973
-13.6003781244|-71.5057630386,CUSCO,QUISPICANCHI,CCATCA,CCATCA,15483
-13.4925399205|-71.9876227864,CUSCO,CUSCO,CUSCO,CUSCO,128805
-13.5897163221|-75.1762618212,HUANCAVELICA,HUAYTARA,TAMBO,TAMBO,651
-14.1027799125|-72.5320377049,APURIMAC,GRAU,CURASCO,CURASCO,1252
-13.9688785608|-72.6498192775,APURIMAC,GRAU,CURPAHUASI,CURPAHUASI,2018
-13.9664909369|-72.4958242012,APURIMAC,GRAU,HUAYLLATI,HUAYLLATI,1420
-3.8291591075|-72.8563333859,LORETO,MAYNAS,INDIANA,INDIANA,12094
-3.56836706822|-72.5289215555,LORETO,MAYNAS,LAS AMAZONAS,FRANCISCO DE ORELLANA,9086
-2.09911988462|-74.4071350359,LORETO,MAYNAS,NAPO,SANTA CLOTILDE,17346
-5.29686019893|-76.2049797637,LORETO,ALTO AMAZONAS,JEBEROS,JEBEROS,4688
-5.98771172807|-75.8220446506,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,SHUCUSHUYACU,6331
-3.53867544252|-73.4544452975,LORETO,MAYNAS,PUNCHANA,PUNCHANA,89280
-4.14906484373|-73.6658988071,LORETO,MAYNAS,SAN JUAN BAUTISTA,SAN JUAN,145648
-3.27440541605|-76.6724137761,LORETO,DATEM DEL MARAÑON,ANDOAS,ALIANZA CRISTIANA,14759
-5.63634222274|-78.8495901597,CAJAMARCA,JAEN,LAS PIRIAS,LAS PIRIAS,4658
-17.3328756257|-70.2568195786,TACNA,CANDARAVE,QUILAHUANI,QUILAHUANI,796
-17.3770325|-69.7513555512,TACNA,TARATA,TARATA,TARATA,4020
-17.6125213409|-70.1138482397,TACNA,TARATA,ESTIQUE-PAMPA,ESTIQUE-PAMPA,190
-17.3945685597|-70.1533889881,TACNA,TARATA,SITAJARA,SITAJARA,413
-17.2245656965|-70.0466772332,TACNA,TARATA,SUSAPAYA,SUSAPAYA,621
-7.22852728867|-79.3538432032,LA LIBERTAD,CHEPEN,CHEPEN,CHEPEN,50909
-7.19224720736|-79.5862904099,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,PUEBLO NUEVO,13367
-9.73783260242|-77.3922846868,ANCASH,RECUAY,TICAPAMPA,TICAPAMPA,2774
-8.08242952685|-79.0214094749,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,FLORENCIA DE MORA,40783
-6.07089704871|-78.768291558,CAJAMARCA,CUTERVO,PIMPINGOS,PIMPINGOS,5328
-13.6568631112|-73.0283086966,APURIMAC,ANDAHUAYLAS,HUANCARAMA,HUANCARAMA,5434
-12.0485799229|-70.2845917498,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,PUERTO MALDONADO,100184
-11.8504040027|-71.6346626515,MADRE DE DIOS,MANU,FITZCARRALD,BOCA MANU,1571
-13.6433682306|-69.8974819826,PUNO,CARABAYA,COASA,COASA,6985
-13.7784290483|-69.6074327792,PUNO,SANDIA,LIMBANI,LIMBANI,3387
-13.5486344946|-69.1479904882,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,PUTINA PUNCO,10461
-13.5010841914|-70.2435379716,PUNO,CARABAYA,AYAPATA,AYAPATA,9627
-13.5240516446|-70.3948706258,PUNO,CARABAYA,SAN GABAN,LANLACUNI BAJO,7196
-12.5842703315|-75.8459805486,LIMA,YAUYOS,COLONIA,COLONIA,1342
-13.1719373097|-76.2575670024,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,SAN VICENTE DE CAÑETE,62198
-6.86348243662|-79.7941928799,LAMBAYEQUE,CHICLAYO,REQUE,REQUE,17186
-15.0147132382|-72.2891387826,AREQUIPA,CONDESUYOS,CAYARANI,CAYARANI,3553
-15.5345118479|-72.9457381239,AREQUIPA,CONDESUYOS,CHICHAS,CHICHAS,743
-15.8808797549|-73.1266316817,AREQUIPA,CONDESUYOS,RIO GRANDE,IQUIPI,3669
-5.12578402901|-79.8756180388,PIURA,MORROPON,SANTA CATALINA DE MOSSA,PALTASHACO,4067
-15.5574656667|-70.0879014815,PUNO,SAN ROMAN,CARACOTO,CARACOTO,7161
-15.0008608796|-69.6446092148,PUNO,HUANCANE,INCHUPALLA,INCHUPALLA,2730
-6.45523417683|-77.4584164433,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,SANTA ROSA DE HUAYABAMBA,501
-6.31429722169|-77.8645537628,AMAZONAS,CHACHAPOYAS,LEVANTO,LEVANTO,819
-10.4788313272|-76.3232547042,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,SANTA ANA DE TUSI,22297
-10.6233129068|-75.5063392448,PASCO,OXAPAMPA,CHONTABAMBA,CHONTABAMBA,5669
-10.2343589434|-75.2761411859,PASCO,OXAPAMPA,PALCAZU,ISCOZACIN,8271
-10.5742522515|-75.7854876405,PASCO,PASCO,HUACHON,HUACHON,4645
-13.8092551152|-73.3239637109,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,HUANCABAMBA,4334
-8.01473867198|-78.2511132174,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,QUIRUVILCA,14367
-11.5503470618|-76.8438184378,LIMA,CANTA,HUAMANTANGA,HUAMANTANGA,836
-11.4405029442|-76.6629385933,LIMA,CANTA,SAN BUENAVENTURA,SAN BUENAVENTURA,668
-11.6710382041|-76.8431480943,LIMA,CANTA,SANTA ROSA DE QUIVES,YANGAS,6484
-7.99323972716|-77.5098471601,LA LIBERTAD,PATAZ,PARCOY,PARCOY,21276
-7.8936784684|-77.4874498136,LA LIBERTAD,PATAZ,PIAS,PIAS,1889
-8.42706602853|-77.371474161,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,CHALLAS,2491
-8.2794410507|-77.4331606857,LA LIBERTAD,PATAZ,TAURIJA,TAURIJA,3133
-5.52432929313|-77.8605490277,AMAZONAS,BONGARA,YAMBRASBAMBA,YAMBRASBAMBA,6013
-6.01199768484|-78.523367636,AMAZONAS,UTCUBAMBA,YAMON,YAMON,3292
-15.4850465709|-72.3768176137,AREQUIPA,CASTILLA,ANDAGUA,ANDAGUA,1135
-15.4141378291|-72.0687548294,AREQUIPA,CASTILLA,CHOCO,CHOCO,812
-12.010572951|-76.9355515652,LIMA,LIMA,SANTA MARIA DE HUACHIPA,SANTA MARIA,32826
