Geo Point,NOMBDEP,NOMBPROV,NOMBDIST,CAPITAL,POBLACION
-9.37557251773|-76.6700220973,HUANUCO,HUAMALIES,TANTAMAYO,TANTAMAYO,1842
-8.95863902123|-76.8392997078,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,HUACAYBAMBA,5946
-8.71386504386|-74.6968413735,HUANUCO,PUERTO INCA,HONORIA,HONORIA,4990
-10.9044673659|-75.6839640052,JUNIN,JUNIN,ULCUMAYO,ULCUMAYO,4560
-9.64737877932|-74.9984863634,HUANUCO,PUERTO INCA,YUYAPICHIS,YUYAPICHIS,6729
-7.78115897487|-75.3494034681,LORETO,UCAYALI,CONTAMANA,CONTAMANA,27948
-7.87940345424|-74.9143173102,LORETO,UCAYALI,PADRE MARQUEZ,TIRUNTAN,3969
-6.92050640789|-76.4220117965,SAN MARTIN,PICOTA,CASPISAPA,CASPISAPA,2229
-13.7512825446|-72.3412863374,APURIMAC,COTABAMBAS,COTABAMBAS,COTABAMBAS,4102
-13.6684591326|-73.6525014326,APURIMAC,CHINCHEROS,URANMARCA,URANMARCA,2833
-13.6611570649|-73.546269545,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,SANTA MARIA DE CHICMO,8892
-13.5781368228|-72.8719639032,APURIMAC,ABANCAY,TAMBURCO,TAMBURCO,11564
-14.043833628|-71.9934865584,CUSCO,CHUMBIVILCAS,CAPACMARCA,CAPACMARCA,4307
-14.3344205815|-71.8769133107,CUSCO,CHUMBIVILCAS,CHAMACA,CHAMACA,6918
-14.5287982228|-71.0919648099,CUSCO,CANAS,LAYO,LAYO,5810
-14.0059389457|-71.0667868809,CUSCO,CANCHIS,CHECACUPE,CHECACUPE,5279
-14.0536365003|-71.6238983502,CUSCO,ACOMAYO,POMACANCHI,POMACANCHI,7944
-14.6714813213|-74.6157225227,AYACUCHO,LUCANAS,LEONCIO PRADO,TAMBO QUEMADO,1135
-15.2618235174|-73.218652534,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,CORCULLA,439
-15.3207077009|-73.3579318395,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,PAUSA,3345
-15.2820812589|-73.5976263967,AYACUCHO,PARINACOCHAS,PUYUSCA,INCUYO,2155
-15.0230510294|-73.1185987604,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,OYOLO,1590
-15.1277618502|-73.2505710629,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,COLTA,477
-15.1058161737|-73.6999284588,AYACUCHO,PARINACOCHAS,CHUMPI,CHUMPI,2345
-15.0058375731|-73.3631913846,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,SAN FRANCISCO DE RAVACAYCO,517
-14.982725166|-73.8836655377,AYACUCHO,LUCANAS,CHAVIÑA,CHAVIÑA,2341
-13.9839754352|-74.2225631174,AYACUCHO,HUANCA SANCOS,SACSAMARCA,SACSAMARCA,1369
-11.1271424248|-76.6648444912,LIMA,HUARAL,PACARAOS,PACARAOS,1252
-12.6400707043|-76.0383578532,LIMA,YAUYOS,ALLAUCA,ALLAUCA,1331
-12.2748032971|-76.0794978472,LIMA,YAUYOS,HUAÑEC,HUAÑEC,526
-12.9611396481|-75.6983349945,LIMA,YAUYOS,MADEAN,MADEAN,628
-12.3115474665|-76.0917403492,LIMA,YAUYOS,QUINCHES,QUINCHES,755
-12.6831748341|-76.1814440589,LIMA,YAUYOS,TAURIPAMPA,TAURIPAMPA,579
-12.0716645766|-77.1628314524,CALLAO,CALLAO,LA PUNTA,LA PUNTA,4590
-13.3245339501|-76.0345542845,ICA,CHINCHA,CHINCHA ALTA,CHINCHA ALTA,78261
-11.9719549448|-75.1610884156,JUNIN,HUANCAYO,EL TAMBO,EL TAMBO,174637
-11.8720884594|-77.086768675,LIMA,LIMA,PUENTE PIEDRA,PUENTE PIEDRA,361606
-11.9927659685|-77.0885044371,LIMA,LIMA,SAN MARTIN DE PORRES,BARRIO OBRERO INDUSTRIAL,740749
-11.9290998645|-77.0389161298,LIMA,LIMA,COMAS,LA LIBERTAD,581447
-12.0879993406|-76.9258984551,LIMA,LIMA,LA MOLINA,LA MOLINA,166442
-8.64149072746|-77.970095424,ANCASH,CORONGO,YUPAN,YUPAN,735
-10.6492560708|-77.4870296822,ANCASH,OCROS,COCHAS,HUANCHAY,1572
-7.37346557564|-79.0665716489,CAJAMARCA,CONTUMAZA,CUPISNIQUE,TRINIDAD,1397
-9.83800190571|-77.63576165,ANCASH,AIJA,SUCCHA,SUCCHA,743
-9.27210926848|-76.7766551605,ANCASH,HUARI,RAPAYAN,RAPAYAN,1542
-9.82273390495|-78.103600253,ANCASH,HUARMEY,CULEBRAS,LA CALETA CULEBRAS,3455
-9.89748090566|-77.7446252552,ANCASH,HUARMEY,HUAYAN,HUAYAN,989
-9.02251944214|-77.7497741696,ANCASH,HUAYLAS,CARAZ,CARAZ,26919
-9.70305259472|-77.6154230842,ANCASH,AIJA,LA MERCED,LA MERCED,1666
-9.2201283971|-76.9986208564,ANCASH,ANTONIO RAYMONDI,ACZO,ACZO,2067
-9.02773894387|-77.072042277,ANCASH,ANTONIO RAYMONDI,CHACCHO,CHACCHO,1447
-9.29359658533|-77.6396360316,ANCASH,CARHUAZ,CARHUAZ,CARHUAZ,16456
-9.29019361037|-77.7292992043,ANCASH,CARHUAZ,ATAQUERO,CARHUAC,1611
-9.30371350331|-77.4955382355,ANCASH,CARHUAZ,MARCARA,MARCARA,10594
-9.35601871006|-77.5741962845,ANCASH,CARHUAZ,PARIAHUANCA,PARIAHUANCA,1468
-9.57041621812|-77.471536956,ANCASH,HUARAZ,HUARAZ,HUARAZ,67795
-9.73105653809|-77.8193329843,ANCASH,HUARAZ,HUANCHAY,HUANCHAY,1778
-9.48122860614|-77.7946168834,ANCASH,HUARAZ,PARIACOTO,PARIACOTO,5173
-9.39260674282|-77.4820277823,ANCASH,HUARAZ,TARICA,TARICA,7228
-11.8818464002|-75.357433866,JUNIN,CONCEPCION,MATAHUASI,MATAHUASI,6237
-11.8699305656|-75.3068454762,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,SANTA ROSA,2157
-11.8800486006|-75.5334254765,JUNIN,JAUJA,PACCHA,PACCHA,1560
-11.680674107|-75.272520699,JUNIN,JAUJA,APATA,APATA,4772
-11.8350452836|-75.4593641269,JUNIN,JAUJA,MUQUIYAUYO,MUQUIYAUYO,2427
-11.8178318325|-75.3915705648,JUNIN,JAUJA,EL MANTARO,PUCUCHO,2780
-11.7896290501|-75.40409053,JUNIN,JAUJA,HUAMALI,HUAMALI,1746
-11.7954643315|-75.4470942562,JUNIN,JAUJA,ATAURA,ATAURA,1383
-11.8348413676|-75.6250488417,JUNIN,JAUJA,LLOCLLAPAMPA,LLOCLLAPAMPA,1221
-11.7643839294|-75.4667395988,JUNIN,JAUJA,HUERTAS,HUERTAS,2206
-11.7542554677|-75.4288855127,JUNIN,JAUJA,JULCAN,JULCAN,769
-11.6831698128|-75.5284508382,JUNIN,JAUJA,PACA,PACA,933
-11.6788479625|-75.4713469129,JUNIN,JAUJA,YAULI,YAULI,1154
-11.7068211895|-75.5947375023,JUNIN,JAUJA,TUNAN MARCA,CONCHO,1078
-11.7171368295|-75.9653315533,JUNIN,YAULI,HUAY-HUAY,HUAY-HUAY,2146
-11.605270271|-75.8566873536,JUNIN,YAULI,LA OROYA,LA OROYA,14988
-11.5256485847|-75.6169726433,JUNIN,TARMA,HUARICOLCA,HUARICOLCA,2059
-11.4137620927|-74.8418596426,JUNIN,SATIPO,PAMPA HERMOSA,MARIPOSA,4233
-11.4295625743|-75.528417328,JUNIN,TARMA,TAPO,TAPO,4868
-11.3174655957|-74.6514739918,JUNIN,SATIPO,COVIRIALI,COVIRIALI,6474
-11.4048868369|-76.257699559,JUNIN,YAULI,MARCAPOMACOCHA,MARCAPOMACOCHA,874
-11.1888134726|-76.0119235956,JUNIN,JUNIN,JUNIN,JUNIN,11770
-13.0330917648|-76.3696196438,LIMA,CAÑETE,IMPERIAL,IMPERIAL,41617
-12.5498910213|-76.6462013441,LIMA,CAÑETE,SANTA CRUZ DE FLORES,SANTA CRUZ DE FLORES,3401
-11.6397024029|-76.3830419094,LIMA,HUAROCHIRI,CARAMPOMA,CARAMPOMA,380
-11.6644988302|-76.2437979189,LIMA,HUAROCHIRI,CHICLA,CHICLA,4097
-11.6968548593|-76.5957975336,LIMA,HUAROCHIRI,HUACHUPAMPA,SAN LORENZO DE HUACHUPAMPA,686
-12.1600011814|-76.8098704964,LIMA,LIMA,PACHACAMAC,PACHACAMAC,123627
-12.2692451361|-76.7437450079,LIMA,LIMA,PUNTA HERMOSA,PUNTA HERMOSA,17408
-14.9711188456|-74.2079395643,AYACUCHO,LUCANAS,SAN PEDRO,SAN PEDRO,2793
-14.6763019328|-74.0162820452,AYACUCHO,LUCANAS,PUQUIO,PUQUIO,14819
-14.4274631659|-74.8471654957,AYACUCHO,LUCANAS,OCAÑA,OCAÑA,2415
-14.4771648414|-73.757417971,AYACUCHO,LUCANAS,CHIPAO,CHIPAO,2671
-14.2208734562|-73.9256091782,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,SANTA ANA DE HUAYCAHUACHO,762
-14.1944628059|-74.153949635,AYACUCHO,LUCANAS,AUCARA,AUCARA,2814
-14.2095609455|-73.6909929932,AYACUCHO,SUCRE,SORAS,SORAS,1032
-14.0758176762|-73.9378098713,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,ASQUIPATA,428
-14.0649574235|-74.0068565926,AYACUCHO,VICTOR FAJARDO,APONGO,APONGO,614
-13.8262851305|-74.5329247416,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,SANTIAGO DE LUCANAMARCA,2204
-13.8780299062|-73.979199011,AYACUCHO,VICTOR FAJARDO,HUAYA,SAN PEDRO DE HUAYA,2158
-13.749075884|-74.1698708846,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,HUANCARAYLLA,1292
-13.7148596582|-74.0379326237,AYACUCHO,VICTOR FAJARDO,COLCA,COLCA,1011
-13.7686710187|-71.9371297742,CUSCO,PARURO,PACCARITAMBO,PACCARITAMBO,2173
-13.870942013|-71.8670100228,CUSCO,PARURO,COLCHA,COLCHA,985
-14.4916049806|-71.4777304394,CUSCO,CANAS,CHECCA,CHECCA,5711
-14.3656903447|-71.4895062723,CUSCO,CANAS,QUEHUE,QUEHUE,2827
-14.2510170043|-71.1036090237,CUSCO,CANCHIS,SICUANI,SICUANI,64605
-14.0881433038|-71.3341537601,CUSCO,CANCHIS,COMBAPATA,COMBAPATA,5182
-14.3736330143|-71.0956311777,CUSCO,CANCHIS,MARANGANI,MARANGANI,10751
-13.8887914957|-71.1581667814,CUSCO,CANCHIS,PITUMARCA,PITUMARCA,8363
-13.6449847293|-71.7678278048,CUSCO,QUISPICANCHI,LUCRE,LUCRE,5063
-13.805612474|-71.5331691848,CUSCO,QUISPICANCHI,QUIQUIJANA,QUIQUIJANA,11924
-14.166052711|-71.3328229541,CUSCO,CANCHIS,SAN PEDRO,SAN PEDRO,2872
-14.9073568544|-71.0911155123,CUSCO,ESPINAR,PALLPATA,HECTOR TEJADA,5306
-13.6712295372|-75.1838166957,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,SANTO DOMINGO DE CAPILLAS,730
-14.8016711742|-75.3343961551,ICA,NASCA,CHANGUILLO,CHANGUILLO,2278
-14.6777459579|-75.0071063831,ICA,NASCA,EL INGENIO,EL INGENIO,3678
-14.9284661611|-74.8280058435,ICA,NASCA,VISTA ALEGRE,VISTA ALEGRE,23538
-14.4897353571|-75.1315755777,ICA,PALPA,PALPA,PALPA,8985
-14.5946607234|-75.1587275205,ICA,PALPA,LLIPATA,LLIPATA,1795
-14.0740320502|-75.6406122642,ICA,ICA,LOS AQUIJES,LOS AQUIJES,24965
-14.4841072733|-75.7807516794,ICA,ICA,OCUCAJE,OCUCAJE,5133
-13.9735463844|-75.7331355473,ICA,ICA,SAN JUAN BAUTISTA,SAN JUAN BAUTISTA,15870
-13.5476380081|-73.5963016403,APURIMAC,CHINCHEROS,RANRACANCHA,RANRACANCHA,4313
-13.5115461168|-73.2794061646,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,KAQUIABAMBA,1800
-13.3195062508|-73.7312117723,APURIMAC,CHINCHEROS,HUACCANA,HUACCANA,6971
-13.261456802|-74.2844271146,AYACUCHO,HUAMANGA,SOCOS,SOCOS,6437
-13.463581388|-72.6231610075,CUSCO,ANTA,MOLLEPATA,MOLLEPATA,3443
-13.4093831125|-72.0387779392,CUSCO,URUBAMBA,CHINCHERO,CHINCHERO,12035
-13.0860066882|-72.0260323587,CUSCO,CALCA,LARES,LARES,6727
-12.9375608852|-72.6438218422,CUSCO,LA CONVENCION,MARANURA,MARANURA,4831
-13.2443822665|-72.7329813353,CUSCO,LA CONVENCION,SANTA TERESA,SANTA TERESA,7186
-13.2364727158|-72.3164185055,CUSCO,URUBAMBA,OLLANTAYTAMBO,OLLANTAYTAMBO,11789
-13.2942401693|-72.0732270211,CUSCO,URUBAMBA,YUCAY,YUCAY,3453
-13.5561668634|-74.5011849185,AYACUCHO,CANGALLO,TOTOS,TOTOS,3156
-13.3926172606|-73.9003226615,AYACUCHO,HUAMANGA,OCROS,OCROS,5764
-13.3757477057|-74.1586261324,AYACUCHO,HUAMANGA,CHIARA,CHIARA,6379
-13.1959253274|-74.2120367011,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,SAN JUAN BAUTISTA,52475
-13.1279427823|-74.0556085057,AYACUCHO,HUAMANGA,ACOS VINCHOS,ACOS VINCHOS,4726
-13.0360649762|-73.9426500306,AYACUCHO,LA MAR,SAN MIGUEL,SAN MIGUEL,11344
-13.2040877849|-74.2355889241,AYACUCHO,HUAMANGA,CARMEN ALTO,CARMEN ALTO,30856
-13.3891385849|-71.8083459144,CUSCO,CALCA,PISAC,PISAC,11494
-13.4602192042|-71.8838297169,CUSCO,CALCA,TARAY,TARAY,4911
-13.3424479777|-75.6110544412,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,CAPILLAS,902
-13.143553988|-74.4709915745,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,SANTO TOMAS DE PATA,1471
-13.0808402896|-74.5415166625,HUANCAVELICA,ANGARAES,SECCLLA,SECCLLA,3166
-13.0458930575|-74.9570050709,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,HUACHOCOLPA,2007
-12.8940305271|-75.5296557323,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,CHUPAMARCA,905
-12.9818036757|-74.5404762488,HUANCAVELICA,ANGARAES,CONGALLA,CONGALLA,3648
-12.8233134978|-74.5663956912,HUANCAVELICA,ACOBAMBA,ACOBAMBA,ACOBAMBA,9359
-12.8744258763|-74.3977836004,HUANCAVELICA,ACOBAMBA,MARCAS,MARCAS,1521
-12.5995765115|-74.8235281193,HUANCAVELICA,HUANCAVELICA,ACORIA,ACORIA,18611
-12.6087651784|-75.1604993112,HUANCAVELICA,HUANCAVELICA,MANTA,MANTA,964
-12.5179571651|-75.039817795,HUANCAVELICA,HUANCAVELICA,CONAYCA,CONAYCA,773
-12.5330274197|-75.2688789821,HUANCAVELICA,HUANCAVELICA,VILCA,VILCA,1890
-12.4599030284|-75.0558017667,HUANCAVELICA,HUANCAVELICA,CUENCA,CUENCA,1099
-12.3963805438|-74.9392688319,HUANCAVELICA,TAYACAJA,ACRAQUIA,ACRAQUIA,3663
-12.3453389527|-74.8336572807,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,MARISCAL CACERES,9752
-12.2621008551|-74.908894256,HUANCAVELICA,TAYACAJA,HUARIBAMBA,HUARIBAMBA,3043
-12.0792398208|-74.9488761403,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,SAN MARCOS DE ROCCHAC,1855
-12.5705116393|-74.6452413725,HUANCAVELICA,CHURCAMPA,COSME,SANTA CLARA DE COSME,3170
-12.7949007454|-74.3297789432,HUANCAVELICA,CHURCAMPA,LA MERCED,LA MERCED,1060
-12.505340554|-74.4604841211,HUANCAVELICA,CHURCAMPA,PACHAMARCA,PACHAMARCA,1940
-12.4522617962|-74.5699469992,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,CHINCHIHUASI,2034
-12.3851305072|-74.7004625468,HUANCAVELICA,TAYACAJA,COLCABAMBA,COLCABAMBA,11806
-13.3821947316|-75.9390041933,ICA,CHINCHA,ALTO LARAN,ALTO LARAN,8810
-13.1202625295|-75.9426672281,ICA,CHINCHA,CHAVIN,CHAVIN,2232
-13.4966751429|-76.1508533735,ICA,CHINCHA,CHINCHA BAJA,CHINCHA BAJA,15065
-13.5121981957|-75.9153825662,ICA,CHINCHA,EL CARMEN,EL CARMEN,14381
-12.1138593519|-75.1397434247,JUNIN,HUANCAYO,SAPALLANGA,SAPALLANGA,22880
-12.1948350154|-75.2844327867,JUNIN,CHUPACA,CHONGOS BAJO,CHONGOS BAJO,4819
-12.0056080019|-75.4364796645,JUNIN,CONCEPCION,CHAMBARA,CHAMBARA,2819
-11.9521803199|-74.8769777367,JUNIN,HUANCAYO,PARIAHUANCA,PARIAHUANCA,5710
-11.9420680168|-75.5131170483,JUNIN,JAUJA,SINCOS,SINCOS,4382
-12.0018817591|-75.364486184,JUNIN,CONCEPCION,MANZANARES,SAN MIGUEL,1554
-11.9890120708|-75.2344782832,JUNIN,HUANCAYO,SAN AGUSTIN,SAN AGUSTIN,17037
-11.9506179434|-75.2468843658,JUNIN,HUANCAYO,SAÑO,SAÑO,5925
-11.9753309661|-75.3282264873,JUNIN,CONCEPCION,ORCOTUNA,ORCOTUNA,5102
-12.4104203613|-75.2571328248,JUNIN,HUANCAYO,CHACAPAMPA,CHACAPAMPA,989
-12.3554296833|-75.2025810774,JUNIN,HUANCAYO,CARHUACALLANGA,CARHUACALLANGA,523
-12.2907534971|-75.2933797622,JUNIN,HUANCAYO,CHICCHE,CHICCHE,770
-12.0819994273|-75.3515546078,JUNIN,CHUPACA,AHUAC,AHUAC,6894
-12.1234933139|-75.4510172516,JUNIN,CHUPACA,SAN JUAN DE JARPA,JARPA,2872
-2.80433167812|-71.0132092002,LORETO,PUTUMAYO,YAGUAS,REMANSO,1513
-1.55813080211|-73.865997263,LORETO,PUTUMAYO,ROSA PANDURO,SANTA MERCEDES,631
-5.61431277899|-78.1747793764,AMAZONAS,UTCUBAMBA,CAJARURO,CAJARURO,25659
-6.65901990083|-77.8595316616,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,SAN FRANCISCO DEL YESO,729
-6.54747074451|-77.4200108986,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,CHIRIMOTO,2735
-6.49865853395|-77.4136453278,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,MILPUC,446
-6.38686537469|-77.9435254594,AMAZONAS,LUYA,TINGO,TINGO,1362
-6.35441720956|-77.8225667852,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,MAINO,598
-6.38622244082|-77.6654494122,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,COCHAMAL,610
-6.23223587658|-77.7335752485,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,DAGUAS,295
-6.17779804066|-78.3344798942,AMAZONAS,LUYA,CAMPORREDONDO,CAMPORREDONDO,7425
-6.20742904986|-78.0123971033,AMAZONAS,LUYA,LONYA CHICO,LONYA CHICO,865
-6.17183769053|-77.981194173,AMAZONAS,LUYA,LUYA,LUYA,4184
-10.9519752823|-76.4254456966,PASCO,PASCO,HUAYLLAY,HUAYLLAY,9810
-10.7605473712|-76.248390568,PASCO,PASCO,TINYAHUARCO,TINYAHUARCO (SMELTER),7044
-10.7265230519|-76.4167994352,PASCO,PASCO,SIMON BOLIVAR,SAN ANTONIO DE RANCAS,13002
-10.5537099545|-76.0338349435,PASCO,PASCO,TICLACAYAN,TICLACAYAN,3440
-10.4517724323|-76.1541120859,PASCO,PASCO,HUARIACA,HUARIACA,7180
-10.416197884|-76.5359209038,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,SAN PEDRO DE PILLAO,1445
-8.52564280796|-76.2125363105,SAN MARTIN,TOCACHE,NUEVO PROGRESO,NUEVO PROGRESO,12813
-8.0156539505|-76.7989804789,SAN MARTIN,TOCACHE,POLVORA,POLVORA,11521
-7.31517248842|-76.6354709767,SAN MARTIN,MARISCAL CACERES,PAJARILLO,PAJARILLO,5935
-7.24481666265|-76.7680044827,SAN MARTIN,MARISCAL CACERES,JUANJUI,JUANJUI,34114
-7.18416758424|-76.341377986,SAN MARTIN,BELLAVISTA,BAJO BIAVO,NUEVO LIMA,14906
-7.08954699921|-76.7628091542,SAN MARTIN,HUALLAGA,SACANCHE,SACANCHE,2575
-6.93949231475|-76.4868452871,SAN MARTIN,PICOTA,SAN HILARION,SAN CRISTOBAL DE SISA,4139
-7.05176863055|-76.0945592856,SAN MARTIN,PICOTA,SHAMBOYACU,SHAMBOYACU,10039
-6.97034379704|-76.2121145276,SAN MARTIN,PICOTA,TINGO DE PONASA,TINGO DE PONASA,4095
-6.96450203763|-76.3315754019,SAN MARTIN,PICOTA,PICOTA,PICOTA,11204
-7.4094388201|-78.1173081087,CAJAMARCA,SAN MARCOS,CHANCAY,CHANCAY,3102
-7.18959858595|-78.4118423526,CAJAMARCA,CAJAMARCA,LLACANORA,LLACANORA,6373
-7.09012326878|-78.4559730242,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,LOS BAÑOS DEL INCA,50237
-7.2247260288|-78.6223855657,CAJAMARCA,CAJAMARCA,MAGDALENA,MAGDALENA,8962
-13.9158770523|-73.2454539464,APURIMAC,AYMARAES,LUCRE,LUCRE,1575
-14.0078060221|-73.0867755793,APURIMAC,AYMARAES,CHAPIMARCA,CHAPIMARCA,1909
-13.9769337436|-73.2582588565,APURIMAC,AYMARAES,COLCABAMBA,COLCABAMBA,673
-14.5889200264|-73.2951750482,APURIMAC,AYMARAES,COTARUSE,COTARUSE,2792
-14.2771699823|-72.2305867589,APURIMAC,COTABAMBAS,HAQUIRA,HAQUIRA,10068
-14.2120169023|-72.5667955546,APURIMAC,GRAU,MAMARA,MAMARA,853
-14.1707512154|-73.284007039,APURIMAC,AYMARAES,SORAYA,SORAYA,701
-14.1714371666|-72.3104131334,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,CHALLHUAHUACHO,16168
-14.1056199516|-73.1179367355,APURIMAC,AYMARAES,TAPAIRIHUA,TAPAIRIHUA,1929
-14.0451412755|-72.1153708663,APURIMAC,COTABAMBAS,MARA,MARA,6278
-14.1304393041|-73.1978175752,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,PICHIHUA,751
-13.8798450624|-73.6155651628,APURIMAC,ANDAHUAYLAS,CHIARA,CHIARA,1193
-13.918969775|-72.3952604984,APURIMAC,COTABAMBAS,COYLLURQUI,COYLLURQUI,7080
-13.8040203969|-72.7881337059,APURIMAC,ABANCAY,LAMBRAMA,LAMBRAMA,3056
-13.7905942924|-73.4722045934,APURIMAC,ANDAHUAYLAS,TURPO,TURPO,3789
-13.7894812733|-73.6575828835,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,SAN ANTONIO DE CACHI,3029
-7.18436416536|-78.284075807,CAJAMARCA,CAJAMARCA,NAMORA,NAMORA,10320
-7.27390940981|-78.4819788238,CAJAMARCA,CAJAMARCA,SAN JUAN,SAN JUAN,4616
-7.6314506476|-78.0321466487,CAJAMARCA,CAJABAMBA,CAJABAMBA,CAJABAMBA,33224
-6.88132432414|-78.0576104037,CAJAMARCA,CELENDIN,UTCO,UTCO,1103
-7.0774878173|-78.9223645406,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL DE PALLAQUES,14191
-6.91373777553|-78.9531135022,CAJAMARCA,SAN MIGUEL,CALQUIS,CALQUIS,4282
-6.93143522302|-78.7252698746,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,SAN SILVESTRE DE COCHAN,3845
-7.17498114303|-78.7856570441,CAJAMARCA,SAN PABLO,SAN BERNARDINO,SAN BERNARDINO,4611
-8.1393501322|-79.0458228276,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,BUENOS AIRES,77323
-7.26463580741|-77.7339112042,LA LIBERTAD,BOLIVAR,BOLIVAR,BOLIVAR,5158
-7.94554980835|-78.4640045582,LA LIBERTAD,OTUZCO,AGALLPAMPA,AGALLPAMPA,10648
-7.90847406057|-78.6849842169,LA LIBERTAD,OTUZCO,LA CUESTA,LA CUESTA,681
-7.62998054084|-78.5765820035,LA LIBERTAD,GRAN CHIMU,LUCMA,LUCMA,5277
-8.14569650042|-78.0326567997,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,ANGASMARCA,5391
-8.0262818098|-77.8004602268,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,SITABAMBA,3810
-6.11248856412|-78.1167910998,AMAZONAS,LUYA,LUYA VIEJO,LUYA VIEJO,399
-6.00841344466|-77.6709843294,AMAZONAS,CHACHAPOYAS,OLLEROS,OLLEROS,403
-5.93922111946|-77.7753586409,AMAZONAS,BONGARA,RECTA,RECTA,210
-5.89484726771|-77.7257950125,AMAZONAS,BONGARA,CHISQUILLA,CHISQUILLA,306
-5.58091273601|-78.5209827359,AMAZONAS,BAGUA,BAGUA,BAGUA,29538
-4.9913404276|-78.3895873417,AMAZONAS,BAGUA,IMAZA,CHIRIACO,30997
-3.81344973198|-77.8881145415,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,PUERTO GALILEA,17506
-5.36637331851|-74.1269200093,LORETO,REQUENA,CAPELO,FLOR DE PUNGA,2725
-4.79793879034|-73.4051006497,LORETO,REQUENA,SAQUENA,BAGAZAN,3539
-6.39059764497|-75.1859081907,LORETO,UCAYALI,SARAYACU,DOS DE MAYO,15617
-5.02111581662|-77.1108142459,LORETO,DATEM DEL MARAÑON,BARRANCA,SAN LORENZO,15586
-6.70534564878|-76.5992185162,SAN MARTIN,EL DORADO,SANTA ROSA,SANTA ROSA,7308
-6.73971460262|-76.3970297864,SAN MARTIN,PICOTA,BUENOS AIRES,BUENOS AIRES,3198
-6.68366694527|-76.2601213302,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,UTCURARCA,928
-6.72417364417|-76.7056692065,SAN MARTIN,EL DORADO,AGUA BLANCA,AGUA BLANCA,2509
-6.55012078051|-76.5306833964,SAN MARTIN,LAMAS,ZAPATERO,ZAPATERO,5928
-6.52384560405|-76.6990621772,SAN MARTIN,EL DORADO,SHATOJA,SHATOJA,3210
-6.6156535102|-76.4683664175,SAN MARTIN,LAMAS,CUÑUMBUQUI,CUÑUMBUQUI,3498
-6.61796728524|-75.9894908245,SAN MARTIN,SAN MARTIN,CHAZUTA,CHAZUTA,10585
-6.60186149919|-76.9631153084,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,PASARRAYA,4873
-6.46781171215|-76.4384114549,SAN MARTIN,SAN MARTIN,CACATACHI,CACATACHI,3791
-6.63863333492|-75.7136255556,SAN MARTIN,SAN MARTIN,HUIMBAYOC,HUIMBAYOC,5508
-6.19532658461|-76.3342373769,SAN MARTIN,LAMAS,CAYNARACHI,PONGO DE CAYNARACHI,10776
-6.30627544181|-76.0487086335,SAN MARTIN,LAMAS,BARRANQUITA,BARRANQUITA,7237
-6.24499797609|-75.8647660843,SAN MARTIN,SAN MARTIN,EL PORVENIR,PELEJO,2538
-6.17529926485|-77.161718615,SAN MARTIN,RIOJA,YORONGOS,YORONGOS,2818
